metric,lang_type,value,split,dataset,name,i
acc,any_concept_<s> white and not square </s>,0.4944827678902396,train,cub,setref,4
acc,any_concept_<s> circle or ellipse </s>,0.5038513606867274,train,cub,setref,4
acc,any_concept_<s> not rectangle and not triangle </s>,0.5011782590311099,train,cub,setref,4
acc,any_concept_<s> blue and not rectangle </s>,0.4809677528758203,train,cub,setref,4
acc,any_concept_<s> gray </s>,0.49791506733098084,train,cub,setref,4
acc,any_concept_<s> circle </s>,0.4902445080628605,train,cub,setref,4
acc,any_concept_<s> not rectangle and not ellipse </s>,0.5009415698225622,train,cub,setref,4
acc,any_concept_<s> ellipse </s>,0.5192038927465966,train,cub,setref,4
acc,any_concept_<s> square </s>,0.5004962878620655,train,cub,setref,4
acc,any_concept_<s> blue </s>,0.4997106197658459,train,cub,setref,4
acc,any_concept_<s> not red and not rectangle </s>,0.49107143644775664,train,cub,setref,4
acc,any_concept_<s> ellipse or triangle </s>,0.491181826970794,train,cub,setref,4
acc,any_concept_<s> not blue or rectangle </s>,0.4955000099539757,train,cub,setref,4
acc,any_concept_<s> white </s>,0.48803704742756154,train,cub,setref,4
acc,any_concept_<s> not blue and not green </s>,0.512460742816719,train,cub,setref,4
acc,any_concept_<s> not blue and not white </s>,0.4906060704378167,train,cub,setref,4
loss,closest_concept,2.403252124786377,train,cub,setref,4
acc,closest_concept,0.48262079895415383,train,cub,setref,4
bleu,closest_concept,0.8107193753050269,train,cub,setref,4
acc,closest_concept_<s> not circle and not triangle </s>,0.5819666772286097,train,cub,setref,4
acc,closest_concept_<s> not circle </s>,0.4487121302427517,train,cub,setref,4
acc,closest_concept_<s> gray and not ellipse </s>,0.551071436809642,train,cub,setref,4
acc,closest_concept_<s> not circle and not rectangle </s>,0.5870380555967922,train,cub,setref,4
acc,closest_concept_<s> not green and not white </s>,0.6165737169553559,train,cub,setref,4
acc,closest_concept_<s> red or yellow </s>,0.6390756423045106,train,cub,setref,4
acc,closest_concept_<s> white and not square </s>,0.4272413858565791,train,cub,setref,4
acc,closest_concept_<s> circle or ellipse </s>,0.6104054160617494,train,cub,setref,4
acc,closest_concept_<s> not rectangle and not triangle </s>,0.6421752394618765,train,cub,setref,4
acc,closest_concept_<s> blue and not rectangle </s>,0.44354839375422844,train,cub,setref,4
acc,closest_concept_<s> gray </s>,0.010347490579350114,train,cub,setref,4
acc,closest_concept_<s> circle </s>,0.022176039595985762,train,cub,setref,4
acc,closest_concept_<s> not rectangle and not ellipse </s>,0.613896115177444,train,cub,setref,4
acc,closest_concept_<s> ellipse </s>,0.1425048571340378,train,cub,setref,4
acc,closest_concept_<s> square </s>,0.17707196353719784,train,cub,setref,4
acc,closest_concept_<s> blue </s>,0.0012218649819541207,train,cub,setref,4
acc,closest_concept_<s> not red and not rectangle </s>,0.6325000104095254,train,cub,setref,4
acc,closest_concept_<s> ellipse or triangle </s>,0.5873636472529986,train,cub,setref,4
acc,closest_concept_<s> not blue or rectangle </s>,0.4980000101029873,train,cub,setref,4
acc,closest_concept_<s> white </s>,0.10281481703674351,train,cub,setref,4
acc,closest_concept_<s> not blue and not green </s>,0.6300523686315377,train,cub,setref,4
acc,closest_concept_<s> not blue and not white </s>,0.6368686996626132,train,cub,setref,4
loss,ground_truth_2,0.18246331810951233,train,cub,setref,4
acc,ground_truth_2,0.9220507675778755,train,cub,setref,4
bleu,ground_truth_2,0.9989633967789222,train,cub,setref,4
acc,ground_truth_2_<s> not circle and not triangle </s>,0.9595000054041545,train,cub,setref,4
acc,ground_truth_2_<s> not circle </s>,0.9895202052111578,train,cub,setref,4
acc,ground_truth_2_<s> gray and not ellipse </s>,0.7985714405775071,train,cub,setref,4
acc,ground_truth_2_<s> not circle and not rectangle </s>,0.8126358815995247,train,cub,setref,4
acc,ground_truth_2_<s> not green and not white </s>,0.9989243029123284,train,cub,setref,4
acc,ground_truth_2_<s> red or yellow </s>,0.9999159663665195,train,cub,setref,4
acc,ground_truth_2_<s> white and not square </s>,0.6937931173834307,train,cub,setref,4
acc,ground_truth_2_<s> circle or ellipse </s>,0.985168921423925,train,cub,setref,4
acc,ground_truth_2_<s> not rectangle and not triangle </s>,0.8921752398828006,train,cub,setref,4
acc,ground_truth_2_<s> blue and not rectangle </s>,0.7112903356552124,train,cub,setref,4
acc,ground_truth_2_<s> gray </s>,0.9966409271288103,train,cub,setref,4
acc,ground_truth_2_<s> circle </s>,0.9919070932276383,train,cub,setref,4
acc,ground_truth_2_<s> not rectangle and not ellipse </s>,0.8331168978051706,train,cub,setref,4
acc,ground_truth_2_<s> ellipse </s>,0.9981553406854278,train,cub,setref,4
acc,ground_truth_2_<s> square </s>,0.8619106841738111,train,cub,setref,4
acc,ground_truth_2_<s> blue </s>,0.9998713827209841,train,cub,setref,4
acc,ground_truth_2_<s> not red and not rectangle </s>,0.8125000149011612,train,cub,setref,4
acc,ground_truth_2_<s> ellipse or triangle </s>,0.983909093466672,train,cub,setref,4
acc,ground_truth_2_<s> not blue or rectangle </s>,0.6950000095367431,train,cub,setref,4
acc,ground_truth_2_<s> white </s>,0.9853333366358722,train,cub,setref,4
acc,ground_truth_2_<s> not blue and not green </s>,0.999109947681427,train,cub,setref,4
acc,ground_truth_2_<s> not blue and not white </s>,0.999040404534099,train,cub,setref,4
n,,29.738751814223512,train,cub,setref,4
acc,acre_<s> not green or rectangle </s>,0.5331579040539892,train,cub,setref,4
acc,acre_<s> not gray </s>,0.9860252389960484,train,cub,setref,4
acc,acre_<s> circle or triangle </s>,0.5325547539595052,train,cub,setref,4
acc,acre_<s> red </s>,0.9942060094534584,train,cub,setref,4
acc,acre_<s> blue or white </s>,0.9132701477733268,train,cub,setref,4
acc,acre_<s> red or green </s>,0.7861009272276809,train,cub,setref,4
acc,acre_<s> red or blue </s>,0.9717703378371645,train,cub,setref,4
acc,acre_<s> not rectangle </s>,0.7955091508577138,train,cub,setref,4
acc,acre_<s> not yellow and not gray </s>,0.5791052753595929,train,cub,setref,4
acc,acre_<s> not ellipse and not triangle </s>,0.8152786000033627,train,cub,setref,4
acc,acre_<s> not green and square </s>,0.6033333449452012,train,cub,setref,4
acc,acre_<s> red or ellipse </s>,0.7455555670791202,train,cub,setref,4
acc,acre_<s> not blue </s>,0.9987777780161964,train,cub,setref,4
acc,acre_<s> blue or ellipse </s>,0.6845000123977661,train,cub,setref,4
acc,acre_<s> red and not triangle </s>,0.6970000097155571,train,cub,setref,4
acc,acre_<s> white or gray </s>,0.8304739425532626,train,cub,setref,4
acc,acre_<s> not white and triangle </s>,0.6023684328323916,train,cub,setref,4
acc,acre_<s> not yellow and ellipse </s>,0.6923077027385052,train,cub,setref,4
acc,ground_truth_1_<s> not green or rectangle </s>,0.6368421184389215,train,cub,setref,4
acc,ground_truth_1_<s> not gray </s>,0.9913880143255841,train,cub,setref,4
acc,ground_truth_1_<s> circle or triangle </s>,0.9428832170519515,train,cub,setref,4
acc,ground_truth_1_<s> red </s>,0.9934763959549016,train,cub,setref,4
acc,ground_truth_1_<s> blue or white </s>,0.9898104276702302,train,cub,setref,4
acc,ground_truth_1_<s> red or green </s>,0.9948165150410538,train,cub,setref,4
acc,ground_truth_1_<s> red or blue </s>,0.9995215311575164,train,cub,setref,4
acc,ground_truth_1_<s> not rectangle </s>,0.8047258612381261,train,cub,setref,4
acc,ground_truth_1_<s> not yellow and not gray </s>,0.9997894737595006,train,cub,setref,4
acc,ground_truth_1_<s> not ellipse and not triangle </s>,0.9848093875342451,train,cub,setref,4
acc,ground_truth_1_<s> not green and square </s>,0.7344444561887671,train,cub,setref,4
acc,ground_truth_1_<s> red or ellipse </s>,0.9366666740841336,train,cub,setref,4
acc,ground_truth_1_<s> not blue </s>,0.9988518520196279,train,cub,setref,4
acc,ground_truth_1_<s> blue or ellipse </s>,0.8725000083446502,train,cub,setref,4
acc,ground_truth_1_<s> red and not triangle </s>,0.9015000063180924,train,cub,setref,4
acc,ground_truth_1_<s> white or gray </s>,0.9759241721076423,train,cub,setref,4
acc,ground_truth_1_<s> not white and triangle </s>,0.7257894898715772,train,cub,setref,4
acc,ground_truth_1_<s> not yellow and ellipse </s>,0.8702564198237199,train,cub,setref,4
acc,same_concept_<s> not green or rectangle </s>,0.6489473822869752,train,cub,setref,4
acc,same_concept_<s> not gray </s>,0.9907255542015052,train,cub,setref,4
acc,same_concept_<s> circle or triangle </s>,0.9393795679520517,train,cub,setref,4
acc,same_concept_<s> red </s>,0.9949356233101546,train,cub,setref,4
acc,same_concept_<s> blue or white </s>,0.9923696690826055,train,cub,setref,4
acc,same_concept_<s> red or green </s>,0.9968807345683421,train,cub,setref,4
acc,same_concept_<s> red or blue </s>,0.9979425840971002,train,cub,setref,4
acc,same_concept_<s> not rectangle </s>,0.8000783400342608,train,cub,setref,4
acc,same_concept_<s> not yellow and not gray </s>,0.9945789478327098,train,cub,setref,4
acc,same_concept_<s> not ellipse and not triangle </s>,0.9806744907783274,train,cub,setref,4
acc,same_concept_<s> not green and square </s>,0.7474074145158132,train,cub,setref,4
acc,same_concept_<s> red or ellipse </s>,0.9044444521268209,train,cub,setref,4
acc,same_concept_<s> not blue </s>,0.9993333333951455,train,cub,setref,4
acc,same_concept_<s> blue or ellipse </s>,0.9230000084638595,train,cub,setref,4
acc,same_concept_<s> red and not triangle </s>,0.8860000050067902,train,cub,setref,4
acc,same_concept_<s> white or gray </s>,0.9846445513562568,train,cub,setref,4
acc,same_concept_<s> not white and triangle </s>,0.7155263290593499,train,cub,setref,4
acc,same_concept_<s> not yellow and ellipse </s>,0.8738461651863196,train,cub,setref,4
acc,random_<s> not green or rectangle </s>,0.5000000087838424,train,cub,setref,4
acc,random_<s> not gray </s>,0.47772871474456335,train,cub,setref,4
acc,random_<s> circle or triangle </s>,0.49401460917544193,train,cub,setref,4
acc,random_<s> red </s>,0.5153218965385861,train,cub,setref,4
acc,random_<s> blue or white </s>,0.4904739429317944,train,cub,setref,4
acc,random_<s> red or green </s>,0.4835321189032509,train,cub,setref,4
acc,random_<s> red or blue </s>,0.5076555106093724,train,cub,setref,4
acc,random_<s> not rectangle </s>,0.5563446587433081,train,cub,setref,4
acc,random_<s> not yellow and not gray </s>,0.4710526402765199,train,cub,setref,4
acc,random_<s> not ellipse and not triangle </s>,0.4564516215882868,train,cub,setref,4
acc,random_<s> not green and square </s>,0.49037037977465875,train,cub,setref,4
acc,random_<s> red or ellipse </s>,0.5611111260122723,train,cub,setref,4
acc,random_<s> not blue </s>,0.49729630532915947,train,cub,setref,4
acc,random_<s> blue or ellipse </s>,0.5490000090003013,train,cub,setref,4
acc,random_<s> red and not triangle </s>,0.5480000093579293,train,cub,setref,4
acc,random_<s> white or gray </s>,0.4974881604137296,train,cub,setref,4
acc,random_<s> not white and triangle </s>,0.4815789565051857,train,cub,setref,4
acc,random_<s> not yellow and ellipse </s>,0.5661538581244456,train,cub,setref,4
acc,any_concept_<s> not green or rectangle </s>,0.5184210637682363,train,cub,setref,4
acc,any_concept_<s> not gray </s>,0.49410095646836405,train,cub,setref,4
acc,any_concept_<s> circle or triangle </s>,0.4954379656780375,train,cub,setref,4
acc,any_concept_<s> red </s>,0.4989699663170673,train,cub,setref,4
acc,any_concept_<s> blue or white </s>,0.49701422797913236,train,cub,setref,4
acc,any_concept_<s> red or green </s>,0.4944036786367587,train,cub,setref,4
acc,any_concept_<s> red or blue </s>,0.5002392442460265,train,cub,setref,4
acc,any_concept_<s> not rectangle </s>,0.498772855515424,train,cub,setref,4
acc,any_concept_<s> not yellow and not gray </s>,0.48315790409712417,train,cub,setref,4
acc,any_concept_<s> not ellipse and not triangle </s>,0.4930498624652012,train,cub,setref,4
acc,any_concept_<s> not green and square </s>,0.5044444535617475,train,cub,setref,4
acc,any_concept_<s> red or ellipse </s>,0.49888889773024453,train,cub,setref,4
acc,any_concept_<s> not blue </s>,0.4943333434893025,train,cub,setref,4
acc,any_concept_<s> blue or ellipse </s>,0.5330000093579292,train,cub,setref,4
acc,any_concept_<s> red and not triangle </s>,0.4605000090226531,train,cub,setref,4
acc,any_concept_<s> white or gray </s>,0.49938389649394,train,cub,setref,4
acc,any_concept_<s> not white and triangle </s>,0.49342106274868314,train,cub,setref,4
acc,any_concept_<s> not yellow and ellipse </s>,0.4810256491868924,train,cub,setref,4
acc,closest_concept_<s> not green or rectangle </s>,0.5194736960687135,train,cub,setref,4
acc,closest_concept_<s> not gray </s>,0.467287074452507,train,cub,setref,4
acc,closest_concept_<s> circle or triangle </s>,0.5759854124464693,train,cub,setref,4
acc,closest_concept_<s> red </s>,0.0016738197834194985,train,cub,setref,4
acc,closest_concept_<s> blue or white </s>,0.5973933758187633,train,cub,setref,4
acc,closest_concept_<s> red or green </s>,0.5974770759223798,train,cub,setref,4
acc,closest_concept_<s> red or blue </s>,0.633636375905224,train,cub,setref,4
acc,closest_concept_<s> not rectangle </s>,0.509503926389289,train,cub,setref,4
acc,closest_concept_<s> not yellow and not gray </s>,0.580736853950902,train,cub,setref,4
acc,closest_concept_<s> not ellipse and not triangle </s>,0.6009091022252337,train,cub,setref,4
acc,closest_concept_<s> not green and square </s>,0.4503703785163385,train,cub,setref,4
acc,closest_concept_<s> red or ellipse </s>,0.39666667381922405,train,cub,setref,4
acc,closest_concept_<s> not blue </s>,0.4593333409395483,train,cub,setref,4
acc,closest_concept_<s> blue or ellipse </s>,0.4710000105202198,train,cub,setref,4
acc,closest_concept_<s> red and not triangle </s>,0.31850000511854887,train,cub,setref,4
acc,closest_concept_<s> white or gray </s>,0.6318009599548946,train,cub,setref,4
acc,closest_concept_<s> not white and triangle </s>,0.3973684273268047,train,cub,setref,4
acc,closest_concept_<s> not yellow and ellipse </s>,0.3974359025557836,train,cub,setref,4
acc,ground_truth_2_<s> not green or rectangle </s>,0.7300000121718959,train,cub,setref,4
acc,ground_truth_2_<s> not gray </s>,0.9995899054906345,train,cub,setref,4
acc,ground_truth_2_<s> circle or triangle </s>,0.9690875962267826,train,cub,setref,4
acc,ground_truth_2_<s> red </s>,0.9994849785714702,train,cub,setref,4
acc,ground_truth_2_<s> blue or white </s>,0.9950710903411792,train,cub,setref,4
acc,ground_truth_2_<s> red or green </s>,0.9992201837377811,train,cub,setref,4
acc,ground_truth_2_<s> red or blue </s>,0.9997607656643152,train,cub,setref,4
acc,ground_truth_2_<s> not rectangle </s>,0.8568146364807149,train,cub,setref,4
acc,ground_truth_2_<s> not yellow and not gray </s>,0.9981578948623255,train,cub,setref,4
acc,ground_truth_2_<s> not ellipse and not triangle </s>,0.9882404715084959,train,cub,setref,4
acc,ground_truth_2_<s> not green and square </s>,0.8159259403193438,train,cub,setref,4
acc,ground_truth_2_<s> red or ellipse </s>,0.9311111198531257,train,cub,setref,4
acc,ground_truth_2_<s> not blue </s>,0.9999629629982842,train,cub,setref,4
acc,ground_truth_2_<s> blue or ellipse </s>,0.9655000025033951,train,cub,setref,4
acc,ground_truth_2_<s> red and not triangle </s>,0.9045000064373017,train,cub,setref,4
acc,ground_truth_2_<s> white or gray </s>,0.9927488167139026,train,cub,setref,4
acc,ground_truth_2_<s> not white and triangle </s>,0.7973684320324346,train,cub,setref,4
acc,ground_truth_2_<s> not yellow and ellipse </s>,0.9305128250366602,train,cub,setref,4
acc,acre_<s> not yellow </s>,0.9771612931259217,train,cub,setref,4
acc,acre_<s> blue or yellow </s>,0.9062800043344498,train,cub,setref,4
acc,acre_<s> yellow or gray </s>,0.8674678187641464,train,cub,setref,4
acc,acre_<s> circle or rectangle </s>,0.6610037299392392,train,cub,setref,4
acc,acre_<s> not red or not rectangle </s>,0.5846875078044832,train,cub,setref,4
acc,acre_<s> yellow or white </s>,0.73404348956502,train,cub,setref,4
acc,acre_<s> square or rectangle </s>,0.630914644213257,train,cub,setref,4
acc,acre_<s> red or white </s>,0.8843362914777435,train,cub,setref,4
acc,acre_<s> yellow </s>,0.9896197741929116,train,cub,setref,4
acc,acre_<s> square or triangle </s>,0.6097942488735595,train,cub,setref,4
acc,acre_<s> not square and not ellipse </s>,0.5667796715033256,train,cub,setref,4
acc,acre_<s> not white and not gray </s>,0.8849632420851027,train,cub,setref,4
acc,acre_<s> not green and ellipse </s>,0.6922916781778137,train,cub,setref,4
acc,acre_<s> not red or not square </s>,0.6439394045056719,train,cub,setref,4
acc,acre_<s> not red and triangle </s>,0.713823540596401,train,cub,setref,4
acc,ground_truth_1_<s> not yellow </s>,0.9820000042838435,train,cub,setref,4
acc,ground_truth_1_<s> blue or yellow </s>,0.9999599999904633,train,cub,setref,4
acc,ground_truth_1_<s> yellow or gray </s>,0.9839055817014669,train,cub,setref,4
acc,ground_truth_1_<s> circle or rectangle </s>,0.7463197153075477,train,cub,setref,4
acc,ground_truth_1_<s> not red or not rectangle </s>,0.7993750125169754,train,cub,setref,4
acc,ground_truth_1_<s> yellow or white </s>,0.9858695667722951,train,cub,setref,4
acc,ground_truth_1_<s> square or rectangle </s>,0.9277439101803594,train,cub,setref,4
acc,ground_truth_1_<s> red or white </s>,0.9942035399179543,train,cub,setref,4
acc,ground_truth_1_<s> yellow </s>,0.9921673025921723,train,cub,setref,4
acc,ground_truth_1_<s> square or triangle </s>,0.7855555682515902,train,cub,setref,4
acc,ground_truth_1_<s> not square and not ellipse </s>,0.8055254363407522,train,cub,setref,4
acc,ground_truth_1_<s> not white and not gray </s>,0.9961029416936286,train,cub,setref,4
acc,ground_truth_1_<s> not green and ellipse </s>,0.9427083397905032,train,cub,setref,4
acc,ground_truth_1_<s> not red or not square </s>,0.8148484977808865,train,cub,setref,4
acc,ground_truth_1_<s> not red and triangle </s>,0.7429411881110247,train,cub,setref,4
acc,same_concept_<s> not yellow </s>,0.9874193579919877,train,cub,setref,4
acc,same_concept_<s> blue or yellow </s>,0.9987199999809265,train,cub,setref,4
acc,same_concept_<s> yellow or gray </s>,0.986652362141998,train,cub,setref,4
acc,same_concept_<s> circle or rectangle </s>,0.7504832836110352,train,cub,setref,4
acc,same_concept_<s> not red or not rectangle </s>,0.8018750110641122,train,cub,setref,4
acc,same_concept_<s> yellow or white </s>,0.9923478273205135,train,cub,setref,4
acc,same_concept_<s> square or rectangle </s>,0.9248170811592079,train,cub,setref,4
acc,same_concept_<s> red or white </s>,0.9909292047266411,train,cub,setref,4
acc,same_concept_<s> yellow </s>,0.9915969601148888,train,cub,setref,4
acc,same_concept_<s> square or triangle </s>,0.7879835509223703,train,cub,setref,4
acc,same_concept_<s> not square and not ellipse </s>,0.8037966240260561,train,cub,setref,4
acc,same_concept_<s> not white and not gray </s>,0.9944485302795382,train,cub,setref,4
acc,same_concept_<s> not green and ellipse </s>,0.9358333403865496,train,cub,setref,4
acc,same_concept_<s> not red or not square </s>,0.8018181959788004,train,cub,setref,4
acc,same_concept_<s> not red and triangle </s>,0.7702941307250191,train,cub,setref,4
acc,random_<s> not yellow </s>,0.4690000082384194,train,cub,setref,4
acc,random_<s> blue or yellow </s>,0.5104800101041794,train,cub,setref,4
acc,random_<s> yellow or gray </s>,0.5316738300281277,train,cub,setref,4
acc,random_<s> circle or rectangle </s>,0.4979925761961804,train,cub,setref,4
acc,random_<s> not red or not rectangle </s>,0.5128125079907477,train,cub,setref,4
acc,random_<s> yellow or white </s>,0.4979565306558557,train,cub,setref,4
acc,random_<s> square or rectangle </s>,0.4389329347850346,train,cub,setref,4
acc,random_<s> red or white </s>,0.5009292131833798,train,cub,setref,4
acc,random_<s> yellow </s>,0.5287072347795782,train,cub,setref,4
acc,random_<s> square or triangle </s>,0.44032922670122526,train,cub,setref,4
acc,random_<s> not square and not ellipse </s>,0.46128814469707213,train,cub,setref,4
acc,random_<s> not white and not gray </s>,0.49672794980544815,train,cub,setref,4
acc,random_<s> not green and ellipse </s>,0.5589583444098631,train,cub,setref,4
acc,random_<s> not red or not square </s>,0.5433333436648051,train,cub,setref,4
acc,random_<s> not red and triangle </s>,0.4767647145425572,train,cub,setref,4
acc,any_concept_<s> not yellow </s>,0.48529033278265304,train,cub,setref,4
acc,any_concept_<s> blue or yellow </s>,0.5089200089275837,train,cub,setref,4
acc,any_concept_<s> yellow or gray </s>,0.5121459323129429,train,cub,setref,4
acc,any_concept_<s> circle or rectangle </s>,0.4960223148801956,train,cub,setref,4
acc,any_concept_<s> not red or not rectangle </s>,0.5178125098813325,train,cub,setref,4
acc,any_concept_<s> yellow or white </s>,0.5078260965515738,train,cub,setref,4
acc,any_concept_<s> square or rectangle </s>,0.48503049681099447,train,cub,setref,4
acc,any_concept_<s> red or white </s>,0.4963274436516572,train,cub,setref,4
acc,any_concept_<s> yellow </s>,0.5181749141743202,train,cub,setref,4
acc,any_concept_<s> square or triangle </s>,0.5040329308574828,train,cub,setref,4
acc,any_concept_<s> not square and not ellipse </s>,0.4940339084904073,train,cub,setref,4
acc,any_concept_<s> not white and not gray </s>,0.5090073628488051,train,cub,setref,4
acc,any_concept_<s> not green and ellipse </s>,0.5262500108840565,train,cub,setref,4
acc,any_concept_<s> not red or not square </s>,0.5227272822098299,train,cub,setref,4
acc,any_concept_<s> not red and triangle </s>,0.49382353687987607,train,cub,setref,4
acc,closest_concept_<s> not yellow </s>,0.4474838795536949,train,cub,setref,4
acc,closest_concept_<s> blue or yellow </s>,0.626760012459755,train,cub,setref,4
acc,closest_concept_<s> yellow or gray </s>,0.6113734031567758,train,cub,setref,4
acc,closest_concept_<s> circle or rectangle </s>,0.5720446209260522,train,cub,setref,4
acc,closest_concept_<s> not red or not rectangle </s>,0.6212500106077641,train,cub,setref,4
acc,closest_concept_<s> yellow or white </s>,0.6032608815638916,train,cub,setref,4
acc,closest_concept_<s> square or rectangle </s>,0.6444207427182758,train,cub,setref,4
acc,closest_concept_<s> red or white </s>,0.5981858537524147,train,cub,setref,4
acc,closest_concept_<s> yellow </s>,0.01376425886930395,train,cub,setref,4
acc,closest_concept_<s> square or triangle </s>,0.6164609165839207,train,cub,setref,4
acc,closest_concept_<s> not square and not ellipse </s>,0.6042372995766543,train,cub,setref,4
acc,closest_concept_<s> not white and not gray </s>,0.6249632463735693,train,cub,setref,4
acc,closest_concept_<s> not green and ellipse </s>,0.3602083381575843,train,cub,setref,4
acc,closest_concept_<s> not red or not square </s>,0.6066666758873246,train,cub,setref,4
acc,closest_concept_<s> not red and triangle </s>,0.36411765344879204,train,cub,setref,4
acc,ground_truth_2_<s> not yellow </s>,0.9983870970049212,train,cub,setref,4
acc,ground_truth_2_<s> blue or yellow </s>,0.9996400000572204,train,cub,setref,4
acc,ground_truth_2_<s> yellow or gray </s>,0.9968240352147638,train,cub,setref,4
acc,ground_truth_2_<s> circle or rectangle </s>,0.8135687871050215,train,cub,setref,4
acc,ground_truth_2_<s> not red or not rectangle </s>,0.8290625151246787,train,cub,setref,4
acc,ground_truth_2_<s> yellow or white </s>,0.9973913049697876,train,cub,setref,4
acc,ground_truth_2_<s> square or rectangle </s>,0.9564024479287426,train,cub,setref,4
acc,ground_truth_2_<s> red or white </s>,0.9965044252112903,train,cub,setref,4
acc,ground_truth_2_<s> yellow </s>,0.9998479087543125,train,cub,setref,4
acc,ground_truth_2_<s> square or triangle </s>,0.8188065962781631,train,cub,setref,4
acc,ground_truth_2_<s> not square and not ellipse </s>,0.8448474725020134,train,cub,setref,4
acc,ground_truth_2_<s> not white and not gray </s>,0.9995588236433618,train,cub,setref,4
acc,ground_truth_2_<s> not green and ellipse </s>,0.9612500031789144,train,cub,setref,4
acc,ground_truth_2_<s> not red or not square </s>,0.827878804098476,train,cub,setref,4
acc,ground_truth_2_<s> not red and triangle </s>,0.8332353037946364,train,cub,setref,4
acc,acre_<s> triangle </s>,0.9794366242460242,train,cub,setref,4
acc,acre_<s> not white and not square </s>,0.6139130545699079,train,cub,setref,4
acc,acre_<s> blue and not ellipse </s>,0.7164000091552735,train,cub,setref,4
acc,acre_<s> red and not ellipse </s>,0.7006250124424696,train,cub,setref,4
acc,acre_<s> not red </s>,0.9964604816076272,train,cub,setref,4
acc,acre_<s> not gray and circle </s>,0.6027777845660846,train,cub,setref,4
acc,acre_<s> green and not square </s>,0.520869575764822,train,cub,setref,4
acc,acre_<s> not blue and not yellow </s>,0.9451388920105442,train,cub,setref,4
acc,acre_<s> rectangle or ellipse </s>,0.5998091722148975,train,cub,setref,4
acc,acre_<s> not red and not gray </s>,0.9562189076818637,train,cub,setref,4
acc,ground_truth_1_<s> triangle </s>,0.9802582207699897,train,cub,setref,4
acc,ground_truth_1_<s> not white and not square </s>,0.5730434886787249,train,cub,setref,4
acc,ground_truth_1_<s> blue and not ellipse </s>,0.9680000023841858,train,cub,setref,4
acc,ground_truth_1_<s> red and not ellipse </s>,0.9043750073760748,train,cub,setref,4
acc,ground_truth_1_<s> not red </s>,0.9981786945841157,train,cub,setref,4
acc,ground_truth_1_<s> not gray and circle </s>,0.7611111227009032,train,cub,setref,4
acc,ground_truth_1_<s> green and not square </s>,0.6334782727386641,train,cub,setref,4
acc,ground_truth_1_<s> not blue and not yellow </s>,1.0,train,cub,setref,4
acc,ground_truth_1_<s> rectangle or ellipse </s>,0.7623664248649401,train,cub,setref,4
acc,ground_truth_1_<s> not red and not gray </s>,0.9995522388178317,train,cub,setref,4
acc,same_concept_<s> triangle </s>,0.9813145580426068,train,cub,setref,4
acc,same_concept_<s> not white and not square </s>,0.617391317046207,train,cub,setref,4
acc,same_concept_<s> blue and not ellipse </s>,0.9168000044822693,train,cub,setref,4
acc,same_concept_<s> red and not ellipse </s>,0.902500006556511,train,cub,setref,4
acc,same_concept_<s> not red </s>,0.9984879728854726,train,cub,setref,4
acc,same_concept_<s> not gray and circle </s>,0.7488888992203606,train,cub,setref,4
acc,same_concept_<s> green and not square </s>,0.6378260988256206,train,cub,setref,4
acc,same_concept_<s> not blue and not yellow </s>,0.9982870372357192,train,cub,setref,4
acc,same_concept_<s> rectangle or ellipse </s>,0.7564885615619994,train,cub,setref,4
acc,same_concept_<s> not red and not gray </s>,0.9985572140608261,train,cub,setref,4
acc,random_<s> triangle </s>,0.46093897661412825,train,cub,setref,4
acc,random_<s> not white and not square </s>,0.5213043576997259,train,cub,setref,4
acc,random_<s> blue and not ellipse </s>,0.4664000092446804,train,cub,setref,4
acc,random_<s> red and not ellipse </s>,0.4243750085122883,train,cub,setref,4
acc,random_<s> not red </s>,0.48240550601810117,train,cub,setref,4
acc,random_<s> not gray and circle </s>,0.510555565274424,train,cub,setref,4
acc,random_<s> green and not square </s>,0.5078260975039524,train,cub,setref,4
acc,random_<s> not blue and not yellow </s>,0.4927777879664467,train,cub,setref,4
acc,random_<s> rectangle or ellipse </s>,0.5335114621962528,train,cub,setref,4
acc,random_<s> not red and not gray </s>,0.47975125229403154,train,cub,setref,4
acc,any_concept_<s> triangle </s>,0.5016432012942895,train,cub,setref,4
acc,any_concept_<s> not white and not square </s>,0.5013043579847917,train,cub,setref,4
acc,any_concept_<s> blue and not ellipse </s>,0.5208000100851059,train,cub,setref,4
acc,any_concept_<s> red and not ellipse </s>,0.4990625092294067,train,cub,setref,4
acc,any_concept_<s> not red </s>,0.5070446826363961,train,cub,setref,4
acc,any_concept_<s> not gray and circle </s>,0.49111111975378463,train,cub,setref,4
acc,any_concept_<s> green and not square </s>,0.5082608782078909,train,cub,setref,4
acc,any_concept_<s> not blue and not yellow </s>,0.4893981570067505,train,cub,setref,4
acc,any_concept_<s> rectangle or ellipse </s>,0.5092748190894837,train,cub,setref,4
acc,any_concept_<s> not red and not gray </s>,0.49472637626513916,train,cub,setref,4
acc,closest_concept_<s> triangle </s>,0.11894366449191117,train,cub,setref,4
acc,closest_concept_<s> not white and not square </s>,0.5786956639393516,train,cub,setref,4
acc,closest_concept_<s> blue and not ellipse </s>,0.3168000034093857,train,cub,setref,4
acc,closest_concept_<s> red and not ellipse </s>,0.32093750438652935,train,cub,setref,4
