metric,lang_type,value,split,dataset,name,i
acc,ground_truth_2_<s> not white and square </s>,0.876666682958603,test,cub,setref,1
acc,acre_<s> not red and rectangle </s>,0.6076923203009825,test,cub,setref,1
acc,ground_truth_1_<s> not red and rectangle </s>,0.7800000103620383,test,cub,setref,1
acc,same_concept_<s> not red and rectangle </s>,0.71923078252719,test,cub,setref,1
acc,random_<s> not red and rectangle </s>,0.4430769309401512,test,cub,setref,1
acc,any_concept_<s> not red and rectangle </s>,0.4815384715795517,test,cub,setref,1
acc,closest_concept_<s> not red and rectangle </s>,0.5430769331180132,test,cub,setref,1
acc,ground_truth_2_<s> not red and rectangle </s>,0.8215384730925926,test,cub,setref,1
acc,acre_<s> not yellow or rectangle </s>,0.6360000109672547,test,cub,setref,1
acc,ground_truth_1_<s> not yellow or rectangle </s>,0.7360000109672546,test,cub,setref,1
acc,same_concept_<s> not yellow or rectangle </s>,0.7020000171661377,test,cub,setref,1
acc,random_<s> not yellow or rectangle </s>,0.488000009059906,test,cub,setref,1
acc,any_concept_<s> not yellow or rectangle </s>,0.47000000774860384,test,cub,setref,1
acc,closest_concept_<s> not yellow or rectangle </s>,0.4820000112056732,test,cub,setref,1
acc,ground_truth_2_<s> not yellow or rectangle </s>,0.7620000147819519,test,cub,setref,1
acc,acre_<s> blue or not triangle </s>,0.6407692441573509,test,cub,setref,1
acc,ground_truth_1_<s> blue or not triangle </s>,0.7261538583498734,test,cub,setref,1
acc,same_concept_<s> blue or not triangle </s>,0.7223077026697305,test,cub,setref,1
acc,random_<s> blue or not triangle </s>,0.49153847694396974,test,cub,setref,1
acc,any_concept_<s> blue or not triangle </s>,0.49384616246590246,test,cub,setref,1
acc,closest_concept_<s> blue or not triangle </s>,0.5376923217223241,test,cub,setref,1
acc,ground_truth_2_<s> blue or not triangle </s>,0.7600000088031476,test,cub,setref,1
loss,acre,0.5421538352966309,train,cub,setref,2
acc,acre,0.8360537078603466,train,cub,setref,2
bleu,acre,0.9295751362785805,train,cub,setref,2
acc,acre_<s> not rectangle and not triangle </s>,0.7585498618035158,train,cub,setref,2
acc,acre_<s> circle or rectangle </s>,0.7417843989501656,train,cub,setref,2
acc,acre_<s> circle or ellipse </s>,0.9724662196394559,train,cub,setref,2
acc,acre_<s> not square and not rectangle </s>,0.8930909156257456,train,cub,setref,2
acc,acre_<s> not circle and not rectangle </s>,0.5923369688508303,train,cub,setref,2
acc,acre_<s> green and not circle </s>,0.5274359083328491,train,cub,setref,2
acc,acre_<s> not green and not circle </s>,0.6066666792940211,train,cub,setref,2
acc,acre_<s> not circle </s>,0.9694949535408406,train,cub,setref,2
acc,acre_<s> not square and not ellipse </s>,0.656779672685316,train,cub,setref,2
acc,acre_<s> not red or triangle </s>,0.6895454656671394,train,cub,setref,2
acc,acre_<s> circle </s>,0.9868948681430304,train,cub,setref,2
acc,acre_<s> not blue and not white </s>,0.8635353588169873,train,cub,setref,2
acc,acre_<s> not white and circle </s>,0.6454285825150353,train,cub,setref,2
acc,acre_<s> yellow or white </s>,0.9281304382759592,train,cub,setref,2
acc,acre_<s> blue or white </s>,0.9088625664394614,train,cub,setref,2
acc,acre_<s> not red or rectangle </s>,0.6610526436253598,train,cub,setref,2
acc,acre_<s> blue </s>,0.9931189731769623,train,cub,setref,2
acc,acre_<s> not yellow or not ellipse </s>,0.5909091041846709,train,cub,setref,2
acc,acre_<s> yellow or triangle </s>,0.7880000122388204,train,cub,setref,2
acc,acre_<s> red or yellow </s>,0.9677731121788505,train,cub,setref,2
acc,acre_<s> green or yellow </s>,0.9897959189512292,train,cub,setref,2
acc,acre_<s> white or not triangle </s>,0.7708571571963174,train,cub,setref,2
acc,acre_<s> not yellow </s>,0.9868064538605752,train,cub,setref,2
acc,acre_<s> not rectangle and not ellipse </s>,0.6682142973913775,train,cub,setref,2
acc,acre_<s> not rectangle </s>,0.8037075865206457,train,cub,setref,2
loss,ground_truth_1,0.24621383845806122,train,cub,setref,2
acc,ground_truth_1,0.905208698348473,train,cub,setref,2
bleu,ground_truth_1,1.0,train,cub,setref,2
acc,ground_truth_1_<s> not rectangle and not triangle </s>,0.8488519779865115,train,cub,setref,2
acc,ground_truth_1_<s> circle or rectangle </s>,0.7413754768752697,train,cub,setref,2
acc,ground_truth_1_<s> circle or ellipse </s>,0.9947635145606222,train,cub,setref,2
acc,ground_truth_1_<s> not square and not rectangle </s>,0.9787272748441407,train,cub,setref,2
acc,ground_truth_1_<s> not circle and not rectangle </s>,0.7558695766750885,train,cub,setref,2
acc,ground_truth_1_<s> green and not circle </s>,0.7258974472681682,train,cub,setref,2
acc,ground_truth_1_<s> not green and not circle </s>,0.7351851926909553,train,cub,setref,2
acc,ground_truth_1_<s> not circle </s>,0.9841161649486031,train,cub,setref,2
acc,ground_truth_1_<s> not square and not ellipse </s>,0.7876271305447918,train,cub,setref,2
acc,ground_truth_1_<s> not red or triangle </s>,0.9354545520110564,train,cub,setref,2
acc,ground_truth_1_<s> circle </s>,0.988973107839272,train,cub,setref,2
acc,ground_truth_1_<s> not blue and not white </s>,0.9811111131099739,train,cub,setref,2
acc,ground_truth_1_<s> not white and circle </s>,0.8620000095026834,train,cub,setref,2
acc,ground_truth_1_<s> yellow or white </s>,0.9950434789450272,train,cub,setref,2
acc,ground_truth_1_<s> blue or white </s>,0.9827488173805707,train,cub,setref,2
acc,ground_truth_1_<s> not red or rectangle </s>,0.6310526449429361,train,cub,setref,2
acc,ground_truth_1_<s> blue </s>,0.9935691337876764,train,cub,setref,2
acc,ground_truth_1_<s> not yellow or not ellipse </s>,0.8390909227457913,train,cub,setref,2
acc,ground_truth_1_<s> yellow or triangle </s>,0.8526666768391927,train,cub,setref,2
acc,ground_truth_1_<s> red or yellow </s>,0.9992016807323745,train,cub,setref,2
acc,ground_truth_1_<s> green or yellow </s>,1.0,train,cub,setref,2
acc,ground_truth_1_<s> white or not triangle </s>,0.8688571538243975,train,cub,setref,2
acc,ground_truth_1_<s> not yellow </s>,0.9947741953019172,train,cub,setref,2
acc,ground_truth_1_<s> not rectangle and not ellipse </s>,0.7724026096331609,train,cub,setref,2
acc,ground_truth_1_<s> not rectangle </s>,0.8219582394115608,train,cub,setref,2
loss,same_concept,0.24840180575847626,train,cub,setref,2
acc,same_concept,0.905938500844766,train,cub,setref,2
bleu,same_concept,1.0,train,cub,setref,2
acc,same_concept_<s> not rectangle and not triangle </s>,0.8507855121282653,train,cub,setref,2
acc,same_concept_<s> circle or rectangle </s>,0.7426394161460125,train,cub,setref,2
acc,same_concept_<s> circle or ellipse </s>,0.9920608126633876,train,cub,setref,2
acc,same_concept_<s> not square and not rectangle </s>,0.9846969718282873,train,cub,setref,2
acc,same_concept_<s> not circle and not rectangle </s>,0.7589130556939737,train,cub,setref,2
acc,same_concept_<s> green and not circle </s>,0.7707692439739521,train,cub,setref,2
acc,same_concept_<s> not green and not circle </s>,0.7718518628014459,train,cub,setref,2
acc,same_concept_<s> not circle </s>,0.9835101049054753,train,cub,setref,2
acc,same_concept_<s> not square and not ellipse </s>,0.7890508596775896,train,cub,setref,2
acc,same_concept_<s> not red or triangle </s>,0.9395454609935934,train,cub,setref,2
acc,same_concept_<s> circle </s>,0.988190711535568,train,cub,setref,2
acc,same_concept_<s> not blue and not white </s>,0.9826767696274652,train,cub,setref,2
acc,same_concept_<s> not white and circle </s>,0.8580000105925969,train,cub,setref,2
acc,same_concept_<s> yellow or white </s>,0.9957826091413913,train,cub,setref,2
acc,same_concept_<s> blue or white </s>,0.9872511863143523,train,cub,setref,2
acc,same_concept_<s> not red or rectangle </s>,0.6394736992685418,train,cub,setref,2
acc,same_concept_<s> blue </s>,0.9912218669603109,train,cub,setref,2
acc,same_concept_<s> not yellow or not ellipse </s>,0.8195454673333602,train,cub,setref,2
acc,same_concept_<s> yellow or triangle </s>,0.8626666792233785,train,cub,setref,2
acc,same_concept_<s> red or yellow </s>,0.99831932803162,train,cub,setref,2
acc,same_concept_<s> green or yellow </s>,0.9993061224781737,train,cub,setref,2
acc,same_concept_<s> white or not triangle </s>,0.8694285835538592,train,cub,setref,2
acc,same_concept_<s> not yellow </s>,0.9933225825525099,train,cub,setref,2
acc,same_concept_<s> not rectangle and not ellipse </s>,0.773571439222856,train,cub,setref,2
acc,same_concept_<s> not rectangle </s>,0.823916461838132,train,cub,setref,2
loss,random,1.596189260482788,train,cub,setref,2
acc,random,0.4997647151872534,train,cub,setref,2
bleu,random,0.6907981449841343,train,cub,setref,2
acc,random_<s> not rectangle and not triangle </s>,0.5111178348139154,train,cub,setref,2
acc,random_<s> circle or rectangle </s>,0.5105204554904792,train,cub,setref,2
acc,random_<s> circle or ellipse </s>,0.504256766246682,train,cub,setref,2
acc,random_<s> not square and not rectangle </s>,0.5040303132795926,train,cub,setref,2
acc,random_<s> not circle and not rectangle </s>,0.49565218399562266,train,cub,setref,2
acc,random_<s> green and not circle </s>,0.4805128290103032,train,cub,setref,2
acc,random_<s> not green and not circle </s>,0.5055555665934527,train,cub,setref,2
acc,random_<s> not circle </s>,0.47560606937893113,train,cub,setref,2
acc,random_<s> not square and not ellipse </s>,0.5073898404230506,train,cub,setref,2
acc,random_<s> not red or triangle </s>,0.46159091740846636,train,cub,setref,2
acc,random_<s> circle </s>,0.5243520878255368,train,cub,setref,2
acc,random_<s> not blue and not white </s>,0.498939402883101,train,cub,setref,2
acc,random_<s> not white and circle </s>,0.5251428673309939,train,cub,setref,2
acc,random_<s> yellow or white </s>,0.5078695757687092,train,cub,setref,2
acc,random_<s> blue or white </s>,0.4873933748399477,train,cub,setref,2
acc,random_<s> not red or rectangle </s>,0.4773684307148582,train,cub,setref,2
acc,random_<s> blue </s>,0.48890676158225804,train,cub,setref,2
acc,random_<s> not yellow or not ellipse </s>,0.508636374162002,train,cub,setref,2
acc,random_<s> yellow or triangle </s>,0.5253333423535029,train,cub,setref,2
acc,random_<s> red or yellow </s>,0.5017647145676012,train,cub,setref,2
acc,random_<s> green or yellow </s>,0.4848571518093956,train,cub,setref,2
acc,random_<s> white or not triangle </s>,0.4980000093153545,train,cub,setref,2
acc,random_<s> not yellow </s>,0.5032903312555244,train,cub,setref,2
acc,random_<s> not rectangle and not ellipse </s>,0.5002272832533949,train,cub,setref,2
acc,random_<s> not rectangle </s>,0.5092428298749749,train,cub,setref,2
loss,any_concept,3.1726834774017334,train,cub,setref,2
acc,any_concept,0.5006365722943027,train,cub,setref,2
bleu,any_concept,0.7260356358310974,train,cub,setref,2
acc,any_concept_<s> not rectangle and not triangle </s>,0.5048036356594447,train,cub,setref,2
acc,any_concept_<s> circle or rectangle </s>,0.49167287275749066,train,cub,setref,2
acc,any_concept_<s> circle or ellipse </s>,0.5108108207885478,train,cub,setref,2
acc,any_concept_<s> not square and not rectangle </s>,0.5021818284532338,train,cub,setref,2
acc,any_concept_<s> not circle and not rectangle </s>,0.5002174014266094,train,cub,setref,2
acc,any_concept_<s> green and not circle </s>,0.5112820608111528,train,cub,setref,2
acc,any_concept_<s> not green and not circle </s>,0.4962963065063512,train,cub,setref,2
acc,any_concept_<s> not circle </s>,0.4923989988712951,train,cub,setref,2
acc,any_concept_<s> not square and not ellipse </s>,0.4915254336772329,train,cub,setref,2
acc,any_concept_<s> not red or triangle </s>,0.49818182792514565,train,cub,setref,2
acc,any_concept_<s> circle </s>,0.5098777598849427,train,cub,setref,2
acc,any_concept_<s> not blue and not white </s>,0.4992929383133999,train,cub,setref,2
acc,any_concept_<s> not white and circle </s>,0.5277142953446933,train,cub,setref,2
acc,any_concept_<s> yellow or white </s>,0.5062174010373975,train,cub,setref,2
acc,any_concept_<s> blue or white </s>,0.5085308155177329,train,cub,setref,2
acc,any_concept_<s> not red or rectangle </s>,0.4605263238674716,train,cub,setref,2
acc,any_concept_<s> blue </s>,0.49681672928465526,train,cub,setref,2
acc,any_concept_<s> not yellow or not ellipse </s>,0.45500000691549347,train,cub,setref,2
acc,any_concept_<s> yellow or triangle </s>,0.4846666736404101,train,cub,setref,2
acc,any_concept_<s> red or yellow </s>,0.5032353038077846,train,cub,setref,2
acc,any_concept_<s> green or yellow </s>,0.5026122544097658,train,cub,setref,2
acc,any_concept_<s> white or not triangle </s>,0.5128571523513112,train,cub,setref,2
acc,any_concept_<s> not yellow </s>,0.5003871064296653,train,cub,setref,2
acc,any_concept_<s> not rectangle and not ellipse </s>,0.49915585338392043,train,cub,setref,2
acc,any_concept_<s> not rectangle </s>,0.5084334300038242,train,cub,setref,2
loss,closest_concept,2.790727138519287,train,cub,setref,2
acc,closest_concept,0.4785516319535027,train,cub,setref,2
bleu,closest_concept,0.7960146448620943,train,cub,setref,2
acc,closest_concept_<s> not rectangle and not triangle </s>,0.6454380797115338,train,cub,setref,2
acc,closest_concept_<s> circle or rectangle </s>,0.5769888585994235,train,cub,setref,2
acc,closest_concept_<s> circle or ellipse </s>,0.63753379487206,train,cub,setref,2
acc,closest_concept_<s> not square and not rectangle </s>,0.6363939515681881,train,cub,setref,2
acc,closest_concept_<s> not circle and not rectangle </s>,0.5657608811541096,train,cub,setref,2
acc,closest_concept_<s> green and not circle </s>,0.3723076987725038,train,cub,setref,2
acc,closest_concept_<s> not green and not circle </s>,0.5881481602236077,train,cub,setref,2
acc,closest_concept_<s> not circle </s>,0.4214394020932642,train,cub,setref,2
acc,closest_concept_<s> not square and not ellipse </s>,0.6182034012372211,train,cub,setref,2
acc,closest_concept_<s> not red or triangle </s>,0.4806818276982416,train,cub,setref,2
acc,closest_concept_<s> circle </s>,0.016063569986186285,train,cub,setref,2
acc,closest_concept_<s> not blue and not white </s>,0.6500000127939263,train,cub,setref,2
acc,closest_concept_<s> not white and circle </s>,0.5988571518659591,train,cub,setref,2
acc,closest_concept_<s> yellow or white </s>,0.6325217511148556,train,cub,setref,2
acc,closest_concept_<s> blue or white </s>,0.6291469326869571,train,cub,setref,2
acc,closest_concept_<s> not red or rectangle </s>,0.4131579019521412,train,cub,setref,2
acc,closest_concept_<s> blue </s>,0.001318327993921145,train,cub,setref,2
acc,closest_concept_<s> not yellow or not ellipse </s>,0.5445454647595233,train,cub,setref,2
acc,closest_concept_<s> yellow or triangle </s>,0.36533334106206894,train,cub,setref,2
acc,closest_concept_<s> red or yellow </s>,0.6347058947847671,train,cub,setref,2
acc,closest_concept_<s> green or yellow </s>,0.6160000125668487,train,cub,setref,2
acc,closest_concept_<s> white or not triangle </s>,0.4505714373077665,train,cub,setref,2
acc,closest_concept_<s> not yellow </s>,0.4672903315963284,train,cub,setref,2
acc,closest_concept_<s> not rectangle and not ellipse </s>,0.6286688416422187,train,cub,setref,2
acc,closest_concept_<s> not rectangle </s>,0.513263717492162,train,cub,setref,2
loss,ground_truth_2,0.1360834538936615,train,cub,setref,2
acc,ground_truth_2,0.9430798291531545,train,cub,setref,2
bleu,ground_truth_2,0.9989436172809454,train,cub,setref,2
acc,ground_truth_2_<s> not rectangle and not triangle </s>,0.9009969909745761,train,cub,setref,2
acc,ground_truth_2_<s> circle or rectangle </s>,0.8352416506265619,train,cub,setref,2
acc,ground_truth_2_<s> circle or ellipse </s>,0.996047298569937,train,cub,setref,2
acc,ground_truth_2_<s> not square and not rectangle </s>,0.9943636376207525,train,cub,setref,2
acc,ground_truth_2_<s> not circle and not rectangle </s>,0.8465489264739596,train,cub,setref,2
acc,ground_truth_2_<s> green and not circle </s>,0.8553846267553477,train,cub,setref,2
acc,ground_truth_2_<s> not green and not circle </s>,0.8974074176064244,train,cub,setref,2
acc,ground_truth_2_<s> not circle </s>,0.9963131323908314,train,cub,setref,2
acc,ground_truth_2_<s> not square and not ellipse </s>,0.8747118790270918,train,cub,setref,2
acc,ground_truth_2_<s> not red or triangle </s>,0.9702272761951793,train,cub,setref,2
acc,ground_truth_2_<s> circle </s>,0.9981418100429339,train,cub,setref,2
